_id,albumTitle,artistTitle,albumUrl,albumRating
68f64edc566da21594b659a3,Let God Sort Em Out,Clipse,https://www.albumoftheyear.org/album/991217-clipse-let-god-sort-em-out.php,88
68f64edc566da21594b659a4,"Vanisher, Horizon Scraper",Quadeca,https://www.albumoftheyear.org/album/886457-quadeca-vanisher.php,87
68f64edc566da21594b659a5,"Magic, Alive!",McKinley Dixon,https://www.albumoftheyear.org/album/1227674-mckinley-dixon-magic-alive.php,87
68f64edc566da21594b659a6,Pain to Power,Maruja,https://www.albumoftheyear.org/album/1311691-maruja-pain-to-power.php,87
68f64edc566da21594b659a7,Racing Mount Pleasant,Racing Mount Pleasant,https://www.albumoftheyear.org/album/1351956-racing-mount-pleasant-racing-mount-pleasant.php,86
